id,custId,custName,account,method,merchant,location,device,ip,amount,score,risk,status,dt
TX-009355,CUST-0970,Noor Malik,3.58701E+11,Wallet,Binance,Lahore,Tablet,20.226.232.119,4983.4,35,Medium,Under Review,4/6/2026 8:05
TX-009356,CUST-0901,Ali Ansari,4.20454E+11,Wallet,Uber,Karachi,iPhone,158.151.14.92,36.25,45,Medium,Under Review,4/2/2026 8:36
TX-009357,CUST-0642,Ahmed Khan,3.88797E+11,UPI,Binance,Lahore,MacBook,228.93.18.53,7528.73,91,Critical,Blocked,4/20/2026 16:31
TX-009358,CUST-0984,Ayesha Qureshi,4.18813E+11,UPI,Careem,New York,MacBook,86.25.139.193,8587.62,44,Medium,Under Review,4/19/2026 20:01
TX-009359,CUST-0402,Ayesha Khan,8.16082E+11,UPI,Shopify,Islamabad,Windows PC,1.126.227.92,1126.49,27,Low,Cleared,4/16/2026 21:52
TX-009360,CUST-0818,Hassan Raza,84357285020,Bank Transfer,Amazon,New York,Windows PC,206.164.97.227,1630.43,52,Medium,Under Review,4/16/2026 7:04
TX-009361,CUST-0042,Mariam Syed,5.1006E+11,Wallet,Daraz,Islamabad,Android,203.188.178.236,3015.58,53,Medium,Under Review,3/29/2026 1:55
TX-009362,CUST-0391,Bilal Malik,3.32979E+11,UPI,Uber,New York,iPhone,142.251.142.242,4333.26,3,Low,Cleared,3/27/2026 7:26
TX-009363,CUST-0880,Zain Sheikh,8.69294E+11,Bank Transfer,Careem,Islamabad,Windows PC,64.70.26.239,5471.83,44,Medium,Under Review,4/14/2026 9:04
TX-009364,CUST-0140,Hassan Qureshi,5.52547E+11,Wallet,Uber,Dubai,Tablet,96.9.146.253,652.86,93,Critical,Blocked,4/4/2026 5:35
TX-009365,CUST-0958,Zain Farooq,3.49455E+11,ATM,Daraz,Karachi,Tablet,216.119.25.40,5954.35,15,Low,Cleared,4/23/2026 10:43
TX-009366,CUST-0589,Zain Iqbal,7.90974E+11,Card,Shopify,London,MacBook,56.163.244.253,8263.15,69,High,Flagged,4/3/2026 1:42
TX-009367,CUST-0908,Zain Iqbal,3750522384,Bank Transfer,Amazon,Lahore,Tablet,180.23.148.18,4745.25,7,Low,Cleared,4/7/2026 16:46
TX-009368,CUST-0931,Hassan Ansari,8.4367E+11,ATM,Uber,Dubai,Tablet,7.117.121.203,3235.76,76,High,Flagged,4/9/2026 1:07
TX-009369,CUST-0851,Zain Sheikh,2.87567E+11,Bank Transfer,Careem,New York,Android,239.31.83.137,6979.3,39,Medium,Under Review,4/7/2026 11:15
TX-009370,CUST-0327,Bilal Iqbal,3.16544E+11,Bank Transfer,Careem,Dubai,Tablet,80.37.171.110,7480.35,95,Critical,Blocked,3/26/2026 7:00
TX-009371,CUST-0640,Bilal Qureshi,7.68308E+11,ATM,Uber,New York,Windows PC,128.16.55.25,6943.46,55,Medium,Under Review,4/11/2026 21:57
TX-009372,CUST-0188,Noor Ansari,9.05086E+11,Wallet,Amazon,Lahore,MacBook,120.120.159.254,8310.65,80,High,Flagged,4/17/2026 22:51
TX-009373,CUST-0941,Usman Khan,2.29497E+11,UPI,Uber,New York,iPhone,201.59.175.249,1275.02,42,Medium,Under Review,3/29/2026 13:52
TX-009374,CUST-0991,Bilal Farooq,7.50505E+11,Bank Transfer,Uber,New York,Android,163.200.48.42,3007.93,37,Medium,Under Review,4/20/2026 6:22
TX-009375,CUST-0007,Hamza Raza,9.53505E+11,ATM,AliExpress,Lahore,Android,85.185.171.15,5792.06,63,High,Flagged,4/24/2026 4:42
TX-009376,CUST-0740,Hamza Qureshi,6.07973E+11,Card,Careem,London,Windows PC,154.6.2.238,680.6,98,Critical,Blocked,4/19/2026 0:48
TX-009377,CUST-0328,Sara Iqbal,4.00249E+11,Wallet,Binance,London,Tablet,78.44.78.88,1249.96,86,Critical,Blocked,4/5/2026 14:06
TX-009378,CUST-0705,Mariam Khan,2.80689E+11,Bank Transfer,Careem,Dubai,Tablet,128.110.88.31,8234.18,38,Medium,Under Review,4/23/2026 16:41
TX-009379,CUST-0186,Hassan Sheikh,2.68233E+11,Bank Transfer,Uber,Karachi,iPhone,146.196.10.250,845.78,65,High,Flagged,4/7/2026 4:34
TX-009380,CUST-0858,Mariam Khan,9.34684E+11,ATM,Shopify,Lahore,MacBook,173.236.65.29,6472.96,15,Low,Cleared,4/10/2026 12:32
TX-009381,CUST-0283,Noor Raza,1.63339E+11,Card,Binance,London,iPhone,151.153.154.125,1507.87,40,Medium,Under Review,4/18/2026 15:04
TX-009382,CUST-0685,Ayesha Raza,5.40944E+11,ATM,Uber,New York,Tablet,215.148.141.20,9183.76,55,Medium,Under Review,4/20/2026 14:39
TX-009383,CUST-0034,Hassan Iqbal,5026495470,UPI,Amazon,Dubai,Android,224.43.149.98,9181.72,19,Low,Cleared,4/17/2026 7:41
TX-009384,CUST-0851,Noor Khan,6.02584E+11,ATM,Careem,Dubai,Tablet,20.195.188.93,6218.12,50,Medium,Under Review,4/11/2026 5:02
TX-009385,CUST-0121,Usman Butt,7.13835E+11,ATM,AliExpress,Dubai,Android,17.129.9.241,9757.09,98,Critical,Blocked,3/26/2026 21:51
TX-009386,CUST-0182,Noor Ansari,8.76123E+11,ATM,Daraz,Islamabad,MacBook,70.80.133.174,8777.93,12,Low,Cleared,4/19/2026 15:27
TX-009387,CUST-0183,Hamza Ansari,9.44218E+11,Bank Transfer,Binance,Karachi,Android,203.199.23.51,666.21,46,Medium,Under Review,4/9/2026 13:53
TX-009388,CUST-0745,Bilal Khan,3.76877E+11,UPI,Steam,New York,Tablet,183.167.155.172,5971.03,0,Low,Cleared,3/26/2026 15:38
TX-009389,CUST-0570,Hamza Butt,9.36457E+11,ATM,Uber,Islamabad,MacBook,217.44.135.75,862.2,80,High,Flagged,4/23/2026 20:27
TX-009390,CUST-0614,Ayesha Butt,9.54495E+11,UPI,Steam,Dubai,Windows PC,15.63.226.91,7832.92,59,Medium,Under Review,4/7/2026 17:54
TX-009391,CUST-0022,Ahmed Malik,6.09707E+11,Bank Transfer,Steam,New York,Windows PC,227.81.122.249,9746.72,16,Low,Cleared,3/29/2026 21:04
TX-009392,CUST-0325,Ayesha Farooq,1.46827E+11,ATM,Steam,Lahore,Android,253.61.202.74,2506.22,70,High,Flagged,3/30/2026 22:12
TX-009393,CUST-0302,Fatima Malik,9.61323E+11,UPI,AliExpress,Dubai,Windows PC,117.45.100.198,1336.53,61,High,Flagged,4/17/2026 8:16
TX-009394,CUST-0852,Sara Khan,7.69545E+11,Wallet,Amazon,Islamabad,Android,16.209.93.180,6259.17,65,High,Flagged,4/6/2026 3:30
TX-009395,CUST-0683,Zain Butt,5.97426E+11,UPI,Binance,Lahore,iPhone,229.169.57.79,8763.11,69,High,Flagged,4/14/2026 2:00
TX-009396,CUST-0047,Mariam Syed,2.60678E+11,Bank Transfer,Shopify,Lahore,MacBook,122.194.41.149,3263.21,34,Medium,Under Review,4/5/2026 15:04
TX-009397,CUST-0210,Fatima Malik,5.2959E+11,Wallet,Uber,New York,Windows PC,191.120.61.249,8315.49,9,Low,Cleared,4/9/2026 22:55
TX-009398,CUST-0108,Sara Syed,9.72805E+11,UPI,Binance,London,iPhone,92.208.88.92,4478.9,63,High,Flagged,4/8/2026 7:36
TX-009399,CUST-0285,Hamza Farooq,5.02969E+11,Wallet,AliExpress,New York,Windows PC,8.240.105.215,7320.43,42,Medium,Under Review,4/16/2026 21:21
TX-009400,CUST-0941,Noor Ansari,8.73771E+11,Wallet,Shopify,London,Tablet,248.89.225.220,6308.83,78,High,Flagged,3/27/2026 6:45
TX-009401,CUST-0206,Bilal Butt,1.6163E+11,UPI,Steam,Lahore,iPhone,110.214.153.60,157.25,15,Low,Cleared,3/27/2026 10:25
TX-009402,CUST-0362,Ali Qureshi,3.10503E+11,ATM,Uber,Dubai,MacBook,156.221.231.104,9096.04,31,Medium,Under Review,4/14/2026 16:00
TX-009403,CUST-0391,Fatima Iqbal,4.47734E+11,UPI,Steam,Karachi,iPhone,152.170.175.242,6772.28,17,Low,Cleared,4/23/2026 15:57
TX-009404,CUST-0765,Sara Syed,9.32586E+11,Wallet,Daraz,Dubai,iPhone,142.143.121.95,8821.53,43,Medium,Under Review,4/18/2026 18:11
TX-009405,CUST-0409,Hamza Farooq,9.22579E+11,ATM,Daraz,London,Tablet,74.62.44.85,3525.61,59,Medium,Under Review,4/16/2026 15:23
TX-009406,CUST-0456,Ahmed Sheikh,3.88884E+11,Card,Careem,Islamabad,Windows PC,213.39.253.225,2551.9,56,Medium,Under Review,4/23/2026 9:57
TX-009407,CUST-0070,Hamza Butt,2.10084E+11,UPI,Steam,Lahore,Android,198.55.57.82,1396.66,72,High,Flagged,4/19/2026 22:38
TX-009408,CUST-0616,Ali Ansari,6.07483E+11,ATM,Uber,London,Tablet,97.84.230.182,4143.8,78,High,Flagged,3/30/2026 10:14
TX-009409,CUST-0706,Fatima Iqbal,4.78378E+11,Wallet,Uber,Islamabad,iPhone,102.193.105.196,5916.5,46,Medium,Under Review,4/7/2026 4:30
TX-009410,CUST-0085,Usman Butt,9.84209E+11,ATM,Daraz,New York,Android,150.159.203.189,6198.66,89,Critical,Blocked,4/4/2026 2:04
TX-009411,CUST-0582,Bilal Malik,7.08765E+11,Wallet,Uber,Dubai,Tablet,185.205.73.123,2304.9,16,Low,Cleared,4/6/2026 6:17
TX-009412,CUST-0216,Sara Syed,9.1317E+11,UPI,Daraz,New York,MacBook,189.202.27.75,2967.93,48,Medium,Under Review,4/15/2026 2:56
TX-009413,CUST-0719,Noor Khan,8.01141E+11,UPI,Uber,New York,Android,51.44.177.101,5569.14,41,Medium,Under Review,4/19/2026 19:58
TX-009414,CUST-0622,Hamza Iqbal,9.37445E+11,Wallet,Careem,Dubai,Tablet,29.72.63.248,6940.28,42,Medium,Under Review,3/30/2026 23:23
TX-009415,CUST-0434,Ahmed Syed,8.46049E+11,UPI,Shopify,Lahore,iPhone,1.94.181.44,1910.9,30,Low,Cleared,4/23/2026 4:43
TX-009416,CUST-0710,Noor Syed,4.23275E+11,Bank Transfer,AliExpress,Islamabad,iPhone,229.142.25.10,8418.18,88,Critical,Blocked,4/22/2026 4:39
TX-009417,CUST-0527,Zain Raza,5.5359E+11,Bank Transfer,Uber,New York,MacBook,127.136.23.210,8235.91,68,High,Flagged,4/4/2026 0:41
TX-009418,CUST-0036,Noor Sheikh,3.75939E+11,ATM,Daraz,Lahore,Android,205.250.128.18,4946.22,34,Medium,Under Review,4/12/2026 11:52
TX-009419,CUST-0701,Hamza Ansari,3.06184E+11,Bank Transfer,Binance,Lahore,Tablet,132.200.252.144,2062.07,1,Low,Cleared,4/2/2026 23:57
TX-009420,CUST-0919,Mariam Ansari,1.14711E+11,Card,Daraz,Dubai,MacBook,251.222.180.80,3917.33,92,Critical,Blocked,3/30/2026 16:47
TX-009421,CUST-0054,Fatima Khan,2.1376E+11,UPI,Uber,Islamabad,Tablet,131.168.26.79,6761.83,62,High,Flagged,4/17/2026 19:40
TX-009422,CUST-0316,Fatima Syed,5.52354E+11,Bank Transfer,Amazon,London,MacBook,212.188.122.220,2000.48,61,High,Flagged,3/31/2026 9:40
TX-009423,CUST-0461,Zain Qureshi,6.99971E+11,Bank Transfer,Steam,Dubai,Tablet,26.29.247.154,6145.11,34,Medium,Under Review,4/6/2026 12:02
TX-009424,CUST-0069,Usman Farooq,41387165487,ATM,Shopify,Karachi,iPhone,197.58.90.23,5374.69,73,High,Flagged,4/20/2026 20:52
TX-009425,CUST-0500,Noor Ansari,69528469621,UPI,Shopify,London,MacBook,95.127.171.227,9376.74,80,High,Flagged,4/19/2026 3:59
TX-009426,CUST-0585,Hamza Qureshi,5.46783E+11,ATM,AliExpress,Lahore,iPhone,147.104.1.44,1395,32,Medium,Under Review,4/14/2026 15:34
TX-009427,CUST-0847,Hamza Butt,1.44812E+11,Wallet,Binance,London,Windows PC,96.185.223.53,8520.67,88,Critical,Blocked,4/5/2026 12:22
TX-009428,CUST-0785,Fatima Farooq,7.44901E+11,ATM,Steam,Karachi,MacBook,160.117.208.177,5693.35,59,Medium,Under Review,4/15/2026 13:32
TX-009429,CUST-0854,Bilal Syed,2.17015E+11,Bank Transfer,AliExpress,Lahore,Windows PC,159.91.244.75,3029.27,74,High,Flagged,4/23/2026 14:11
TX-009430,CUST-0646,Sara Butt,3.86073E+11,Bank Transfer,Careem,Lahore,Android,144.238.26.83,2302.41,2,Low,Cleared,4/16/2026 7:18
TX-009431,CUST-0048,Zain Qureshi,9.64484E+11,ATM,Binance,New York,iPhone,162.210.112.145,1929.05,26,Low,Cleared,4/17/2026 16:15
TX-009432,CUST-0592,Ali Syed,6.8774E+11,UPI,Binance,New York,Windows PC,250.210.167.103,5624.84,86,Critical,Blocked,4/9/2026 15:33
TX-009433,CUST-0278,Usman Khan,7.72248E+11,Card,Shopify,London,MacBook,77.229.73.20,8974.57,15,Low,Cleared,4/3/2026 14:35
TX-009434,CUST-0183,Zain Ansari,7.05747E+11,ATM,Steam,Dubai,iPhone,150.63.203.145,6138.34,82,Critical,Flagged,4/2/2026 5:22
TX-009435,CUST-0682,Usman Butt,9.71253E+11,Bank Transfer,AliExpress,Dubai,iPhone,40.44.79.19,5438.2,45,Medium,Under Review,3/31/2026 21:16
TX-009436,CUST-0913,Usman Butt,15503514148,Card,Shopify,New York,Android,40.92.18.89,9135.42,27,Low,Cleared,4/9/2026 3:28
TX-009437,CUST-0343,Noor Iqbal,8.39344E+11,UPI,Careem,Islamabad,Windows PC,20.235.174.105,6246.1,40,Medium,Under Review,4/10/2026 8:37
TX-009438,CUST-0030,Zain Khan,9.95053E+11,Card,Amazon,Karachi,MacBook,171.148.111.244,7796.93,43,Medium,Under Review,3/26/2026 6:10
TX-009439,CUST-0050,Ali Farooq,2.35922E+11,Bank Transfer,Uber,Lahore,MacBook,42.122.144.228,2153.01,39,Medium,Under Review,4/9/2026 23:42
TX-009440,CUST-0483,Sara Ansari,2.3669E+11,Card,AliExpress,New York,Tablet,83.38.247.164,38.36,98,Critical,Blocked,4/9/2026 15:09
TX-009441,CUST-0082,Noor Ansari,1.43388E+11,ATM,Shopify,Dubai,Android,242.243.113.10,2555.49,71,High,Flagged,4/6/2026 11:39
TX-009442,CUST-0623,Ahmed Syed,9.10836E+11,Wallet,Daraz,London,Windows PC,170.251.36.69,7162.4,88,Critical,Blocked,4/23/2026 7:08
TX-009443,CUST-0439,Zain Raza,1.79451E+11,Bank Transfer,Daraz,Islamabad,Android,140.61.13.132,6751.65,20,Low,Cleared,4/17/2026 8:06
TX-009444,CUST-0089,Mariam Khan,9.08371E+11,Wallet,AliExpress,New York,MacBook,23.89.202.32,5693.49,39,Medium,Under Review,4/14/2026 7:34
TX-009445,CUST-0678,Fatima Sheikh,1.43449E+11,Bank Transfer,Steam,Karachi,Windows PC,48.53.38.137,4949.7,18,Low,Cleared,4/11/2026 1:17
TX-009446,CUST-0733,Fatima Iqbal,6521205597,Wallet,Daraz,Lahore,MacBook,204.81.43.104,588.31,21,Low,Cleared,4/3/2026 0:22
TX-009447,CUST-0716,Noor Qureshi,2.84541E+11,ATM,Daraz,London,iPhone,242.53.225.45,6645.3,42,Medium,Under Review,4/17/2026 17:15
TX-009448,CUST-0407,Hamza Farooq,5.29372E+11,Card,Daraz,Dubai,Windows PC,124.220.198.68,3902.14,22,Low,Cleared,4/6/2026 15:36
TX-009449,CUST-0102,Ayesha Farooq,3.72267E+11,Bank Transfer,Amazon,Dubai,Tablet,211.141.228.165,5953.43,44,Medium,Under Review,4/4/2026 4:55
TX-009450,CUST-0856,Ali Qureshi,99054946621,Bank Transfer,Shopify,Dubai,MacBook,217.57.116.182,4255.55,4,Low,Cleared,3/30/2026 22:34
TX-009451,CUST-0911,Noor Syed,6.4925E+11,Wallet,Shopify,Islamabad,iPhone,119.54.219.250,8094.81,98,Critical,Blocked,4/17/2026 0:40
TX-009452,CUST-0112,Hamza Raza,4.66798E+11,Wallet,Careem,Lahore,MacBook,210.64.55.57,4334.29,14,Low,Cleared,4/1/2026 14:29
TX-009453,CUST-0719,Usman Raza,7.93548E+11,UPI,Daraz,Islamabad,MacBook,28.72.155.63,7807.14,83,Critical,Flagged,4/7/2026 18:41
TX-009454,CUST-0119,Ahmed Malik,8.31588E+11,ATM,Amazon,London,Tablet,80.140.214.184,3071.37,86,Critical,Blocked,4/7/2026 4:31
TX-009455,CUST-0041,Ayesha Ansari,68862246624,ATM,Shopify,Dubai,MacBook,76.176.92.186,8294.24,59,Medium,Under Review,4/13/2026 7:50
TX-009456,CUST-0335,Usman Raza,2.81681E+11,ATM,Uber,New York,Tablet,76.173.96.155,3651.33,96,Critical,Blocked,4/4/2026 1:28
TX-009457,CUST-0125,Ayesha Raza,3.49552E+11,Wallet,Daraz,Karachi,iPhone,202.180.159.2,1955.97,33,Medium,Under Review,4/8/2026 13:18
TX-009458,CUST-0830,Bilal Farooq,33846625422,ATM,Steam,New York,Tablet,212.206.241.254,1867.03,65,High,Flagged,4/20/2026 5:04
TX-009459,CUST-0426,Hassan Syed,7.88447E+11,ATM,Steam,London,MacBook,97.25.66.140,7472.24,86,Critical,Blocked,3/30/2026 8:20
TX-009460,CUST-0456,Usman Raza,1.06729E+11,Wallet,Uber,Lahore,Android,147.185.187.70,2177.08,83,Critical,Flagged,4/21/2026 14:07
TX-009461,CUST-0353,Zain Iqbal,31151398578,ATM,AliExpress,London,Android,169.174.19.75,8048.21,40,Medium,Under Review,4/21/2026 7:14
TX-009462,CUST-0683,Hassan Ansari,7.76706E+11,Bank Transfer,Shopify,Karachi,Windows PC,111.28.247.121,617.68,24,Low,Cleared,3/31/2026 6:48
TX-009463,CUST-0574,Ayesha Qureshi,6.92985E+11,Bank Transfer,Amazon,Dubai,iPhone,206.3.32.177,9633.31,32,Medium,Under Review,4/21/2026 15:55
TX-009464,CUST-0256,Noor Farooq,1.22571E+11,ATM,Steam,London,Windows PC,215.232.227.148,1599.24,78,High,Flagged,4/8/2026 22:24
TX-009465,CUST-0872,Bilal Sheikh,7.60146E+11,Wallet,Amazon,Islamabad,Windows PC,56.74.225.132,5600.7,14,Low,Cleared,4/16/2026 17:58
TX-009466,CUST-0778,Usman Khan,5.13364E+11,Card,Uber,Karachi,Tablet,4.32.246.134,6544.74,41,Medium,Under Review,4/3/2026 3:59
TX-009467,CUST-0241,Bilal Khan,8.52199E+11,ATM,Careem,New York,MacBook,30.140.27.168,3587.6,93,Critical,Blocked,4/8/2026 18:57
TX-009468,CUST-0571,Ayesha Malik,1.58486E+11,ATM,Daraz,Lahore,MacBook,24.28.104.85,2756.58,54,Medium,Under Review,3/31/2026 7:10
TX-009469,CUST-0052,Fatima Qureshi,3.1934E+11,UPI,Shopify,London,MacBook,203.247.125.232,8689.29,5,Low,Cleared,4/20/2026 22:45
TX-009470,CUST-0291,Zain Malik,4.97425E+11,UPI,Careem,Karachi,MacBook,174.238.23.22,2282.85,4,Low,Cleared,3/25/2026 22:50
TX-009471,CUST-0519,Bilal Butt,6.42542E+11,Wallet,Binance,Karachi,MacBook,174.16.64.224,5872.61,24,Low,Cleared,4/8/2026 19:46
TX-009472,CUST-0461,Sara Syed,2.43639E+11,Card,Shopify,New York,Windows PC,152.146.11.32,734.58,70,High,Flagged,3/31/2026 12:12
TX-009473,CUST-0750,Ayesha Malik,5.84482E+11,Card,Daraz,London,Windows PC,127.31.19.74,238.1,77,High,Flagged,4/20/2026 23:31
TX-009474,CUST-0688,Ahmed Syed,3.37699E+11,Wallet,AliExpress,London,Windows PC,222.52.143.32,5397.67,6,Low,Cleared,4/8/2026 10:16
TX-009475,CUST-0648,Fatima Butt,9.23758E+11,ATM,Steam,New York,Android,237.197.86.130,9404.22,42,Medium,Under Review,4/16/2026 22:01
TX-009476,CUST-0339,Noor Malik,2.69936E+11,ATM,Amazon,Karachi,Windows PC,163.42.182.5,9461.46,60,Medium,Under Review,4/1/2026 18:48
TX-009477,CUST-0519,Noor Khan,6.67812E+11,Bank Transfer,AliExpress,Lahore,Tablet,94.237.239.57,4632.74,96,Critical,Blocked,4/10/2026 21:22
TX-009478,CUST-0232,Hassan Iqbal,5.42125E+11,Bank Transfer,Shopify,New York,Android,8.132.23.2,9326.28,27,Low,Cleared,3/29/2026 15:12
TX-009479,CUST-0442,Zain Iqbal,9.0263E+11,ATM,Shopify,New York,Windows PC,140.202.4.233,1580.38,92,Critical,Blocked,4/22/2026 12:15
TX-009480,CUST-0255,Zain Iqbal,9.10885E+11,Bank Transfer,Binance,Dubai,Android,18.155.186.196,5401.21,87,Critical,Blocked,4/23/2026 3:56
TX-009481,CUST-0328,Ahmed Malik,3.32046E+11,Card,Shopify,Dubai,Android,1.18.213.120,3683.59,35,Medium,Under Review,4/16/2026 10:05
TX-009482,CUST-0688,Zain Syed,9.51077E+11,Card,Uber,Dubai,Android,219.213.241.187,2659.36,67,High,Flagged,3/30/2026 12:33
TX-009483,CUST-0520,Ahmed Syed,9.53074E+11,Bank Transfer,Steam,Islamabad,Windows PC,198.26.130.13,4176.76,4,Low,Cleared,4/24/2026 8:09
TX-009484,CUST-0881,Ayesha Butt,14997406074,UPI,Shopify,Karachi,MacBook,67.107.101.153,1140.37,6,Low,Cleared,4/13/2026 14:21
TX-009485,CUST-0393,Zain Ansari,2.05386E+11,Bank Transfer,Shopify,Dubai,iPhone,80.69.152.117,4604.61,25,Low,Cleared,3/27/2026 14:38
TX-009486,CUST-0555,Ahmed Malik,3.03329E+11,ATM,Careem,New York,MacBook,44.106.187.81,2555.56,70,High,Flagged,4/18/2026 3:42
TX-009487,CUST-0305,Usman Butt,8.52712E+11,ATM,Shopify,Lahore,Tablet,177.208.99.113,7333.23,98,Critical,Blocked,4/21/2026 13:45
TX-009488,CUST-0663,Ahmed Raza,5.83776E+11,Bank Transfer,AliExpress,London,iPhone,20.15.88.51,640.68,36,Medium,Under Review,4/9/2026 2:16
TX-009489,CUST-0155,Zain Ansari,86297028574,Wallet,Careem,Islamabad,Android,192.94.175.219,8786.51,12,Low,Cleared,4/9/2026 18:35
TX-009490,CUST-0089,Hamza Qureshi,5.2926E+11,Bank Transfer,Careem,London,MacBook,210.77.250.165,7861.05,70,High,Flagged,3/31/2026 11:45
TX-009491,CUST-0790,Noor Khan,90951129604,Card,Careem,New York,iPhone,27.12.181.181,5326.44,95,Critical,Blocked,3/26/2026 7:36
TX-009492,CUST-0281,Fatima Sheikh,5.48496E+11,Bank Transfer,Daraz,Islamabad,Tablet,221.66.73.66,2297.87,85,Critical,Blocked,4/17/2026 8:37
TX-009493,CUST-0570,Zain Sheikh,6.48866E+11,Card,Steam,New York,Tablet,44.131.100.136,3231.66,50,Medium,Under Review,4/2/2026 15:11
TX-009494,CUST-0757,Ayesha Sheikh,5.30638E+11,UPI,Steam,Lahore,Tablet,102.246.7.67,6173.33,87,Critical,Blocked,4/11/2026 1:41
TX-009495,CUST-0401,Zain Khan,5.6906E+11,UPI,Steam,Dubai,Android,181.227.94.68,5475.99,47,Medium,Under Review,4/13/2026 3:07
TX-009496,CUST-0825,Mariam Iqbal,3.0742E+11,UPI,Daraz,Karachi,Tablet,32.186.205.9,9536.84,56,Medium,Under Review,4/16/2026 22:35
TX-009497,CUST-0910,Ali Sheikh,9.27012E+11,Bank Transfer,Daraz,Lahore,Windows PC,17.36.85.190,1336.57,59,Medium,Under Review,4/12/2026 7:55
TX-009498,CUST-0991,Sara Farooq,8.71754E+11,Bank Transfer,Shopify,London,MacBook,67.127.193.101,1836.41,73,High,Flagged,4/11/2026 10:19
TX-009499,CUST-0549,Fatima Ansari,5.69592E+11,Bank Transfer,Shopify,Islamabad,Tablet,139.222.169.180,3470.95,23,Low,Cleared,3/27/2026 10:10
TX-009500,CUST-0033,Sara Iqbal,9.50183E+11,Bank Transfer,Binance,New York,MacBook,120.250.110.160,7171.36,60,Medium,Under Review,4/13/2026 12:27
TX-009501,CUST-0501,Zain Farooq,5.95932E+11,UPI,Daraz,Karachi,MacBook,150.237.164.227,540.1,98,Critical,Blocked,4/8/2026 22:50
TX-009502,CUST-0938,Ali Sheikh,6.82428E+11,Wallet,Binance,London,Android,71.12.10.189,4246.14,21,Low,Cleared,4/9/2026 20:13
TX-009503,CUST-0152,Noor Iqbal,7.62399E+11,Card,Binance,Dubai,Windows PC,17.47.70.81,4822.39,23,Low,Cleared,4/2/2026 7:33
TX-009504,CUST-0558,Sara Farooq,7.46824E+11,Wallet,Amazon,Dubai,MacBook,67.239.128.174,6554.3,76,High,Flagged,4/14/2026 1:54
TX-009505,CUST-0584,Ahmed Syed,1.22574E+11,UPI,Uber,London,MacBook,63.6.222.99,4947.51,0,Low,Cleared,3/31/2026 13:28
TX-009506,CUST-0188,Fatima Khan,4.1363E+11,UPI,Daraz,Islamabad,MacBook,127.79.47.77,6993.74,69,High,Flagged,4/9/2026 15:20
TX-009507,CUST-0336,Zain Farooq,5.2178E+11,UPI,Uber,Karachi,Windows PC,141.98.29.178,6769.34,62,High,Flagged,4/21/2026 22:51
TX-009508,CUST-0829,Fatima Butt,1.53533E+11,ATM,Binance,New York,Tablet,82.103.1.177,4024.76,93,Critical,Blocked,4/23/2026 4:35
TX-009509,CUST-0854,Hassan Khan,3.5462E+11,Card,Amazon,Karachi,Windows PC,145.95.24.58,8028.42,35,Medium,Under Review,3/28/2026 7:32
TX-009510,CUST-0714,Hassan Sheikh,7.50634E+11,ATM,Amazon,Lahore,MacBook,103.224.79.146,5925.55,3,Low,Cleared,4/8/2026 19:53
TX-009511,CUST-0798,Mariam Butt,9.74526E+11,UPI,Steam,New York,Windows PC,254.135.59.72,8715.28,62,High,Flagged,3/31/2026 4:53
TX-009512,CUST-0811,Mariam Sheikh,2.77371E+11,ATM,Daraz,Dubai,Windows PC,77.26.193.54,2880.42,0,Low,Cleared,3/26/2026 0:28
TX-009513,CUST-0023,Zain Ansari,1.76194E+11,Card,Daraz,Dubai,Tablet,24.41.12.161,7248.52,56,Medium,Under Review,4/13/2026 15:01
TX-009514,CUST-0345,Zain Ansari,2.69196E+11,Card,Amazon,Dubai,Windows PC,158.179.99.124,202.51,52,Medium,Under Review,4/12/2026 10:40
TX-009515,CUST-0220,Ayesha Syed,6.36235E+11,Wallet,Uber,Karachi,iPhone,140.225.76.152,9180.98,38,Medium,Under Review,3/27/2026 0:05
TX-009516,CUST-0511,Ahmed Khan,85510192349,UPI,Steam,Islamabad,iPhone,233.83.165.48,5727.04,64,High,Flagged,4/17/2026 0:25
TX-009517,CUST-0125,Ali Sheikh,27625761125,Card,Steam,Dubai,Windows PC,209.102.108.121,3364.88,47,Medium,Under Review,3/28/2026 8:08
TX-009518,CUST-0896,Hassan Sheikh,4.54679E+11,UPI,Daraz,London,Android,226.87.194.20,4514.11,77,High,Flagged,3/29/2026 8:21
TX-009519,CUST-0216,Zain Butt,5.44395E+11,UPI,Shopify,London,Windows PC,144.222.27.19,540.68,38,Medium,Under Review,4/10/2026 13:14
TX-009520,CUST-0653,Fatima Raza,1.01182E+11,Wallet,Shopify,Islamabad,MacBook,203.230.151.83,5740.84,13,Low,Cleared,4/1/2026 13:43
TX-009521,CUST-0682,Hamza Qureshi,6.12345E+11,Card,Steam,Islamabad,Tablet,94.232.139.92,5831.73,84,Critical,Flagged,4/21/2026 20:27
TX-009522,CUST-0127,Zain Khan,1.23211E+11,Card,Amazon,Islamabad,MacBook,195.106.209.29,5037.99,42,Medium,Under Review,4/15/2026 1:29
TX-009523,CUST-0917,Zain Raza,8.75948E+11,Wallet,Daraz,London,Tablet,113.111.46.88,1389.12,87,Critical,Blocked,4/2/2026 5:52
TX-009524,CUST-0055,Hassan Farooq,6.56275E+11,Wallet,Steam,Lahore,Android,233.95.65.89,7236.58,7,Low,Cleared,4/22/2026 3:06
